id,question_id,content
425,425,"#include <stdio.h>
 #include <stdlib.h>
 #include <iostream>
 #include <vector>
 using namespace std;
 vector<vector<int> > generateMatrix(int n, int m);
 vector<vector<int> > generateMatrix(int n) {
  return generateMatrix(n, n);
 }
 vector<vector<int> > generateMatrix(int n, int m) {
  vector< vector <int> > matrix(n);
  if (n<=0) return matrix;
  for(int i=0; i<n; i++){
  vector<int> v(m);
  matrix[i] = v;
  }
  int row=n, col=m;
  int r, c;
  int cnt=1;
  for (r=0, c=0; r<(row+1)/2 && c<(col+1)/2; r++, c++){
  //top
  for(int i=c; i<col-c; i++){
  matrix[r][i] = cnt++;
  }
  //right
  for(int i=r+1; i<row-r; i++){
  matrix[i][col-c-1] = cnt++;
  }
  //bottom
  for(int i=col-c-2; row-r-1>r && i>=c; i--){
  matrix[row-r-1][i] = cnt++;
  }
  //left
  for(int i=row-r-2; col-c-1>c && i>r; i--){
  matrix[i][c] = cnt++;
  }
  }
  return matrix;
 }
 void printArray(vector<int> v)
 {
  cout << ""["";
  for(int j=0; j<v.size(); j++) {
  printf("" %02d"", v[j]);
  }
  cout << ""]"" << endl;;
 }
 void printMatrix(vector< vector<int> > &vv)
 {
  for(int i=0; i<vv.size(); i++) {
  printArray(vv[i]);
  }
  cout << endl;
 }
 int main(int argc, char** argv)
 {
  int n=3, m=3;
  if (argc>1){
  m = n = atoi(argv[1]);
  }
  if (argc>2){
  m = atoi(argv[2]);
  }
  vector< vector<int> > matrix = generateMatrix(n, m);
  printMatrix(matrix);
  return 0;
 }"
426,426,"class Solution {
 public:
  // Idea
  // 1) The max of the result is the sum of the whole array.
  // 2) The min of the result is the max num among the array.
  // 3) Then, we use Binary Search to find the resullt between the `min` and the `max`
  int splitArray(vector<int>& nums, int m) {
  int min = 0, max = 0;
  for (int n : nums) {
  min = std::max(min, n);
  max += n;
  }
  while (min < max) {
  int mid = min + (max - min) / 2;
  if (hasSmallerSum(nums, m, mid)) max = mid;
  else min = mid + 1;
  }
  return min;
  }
  // Using a specific `sum` to check wheter we can get `smaller sum`
  // The idea here as below:
  // find all of possible `sub array` whose sum greater than `sum`
  // 1) if the number of `sub array` > m, whcih means the actual result is greater than `sum`
  // 2) if the number of `sub array` <= m, whcih means we can have `smaller sum`
  //
  bool hasSmallerSum(vector<int>& nums, int m, int sum) {
  int cnt = 1, curSum = 0;
  for (int n : nums) {
  curSum += n;
  if (curSum > sum) {
  curSum = n;
  cnt++;
  if (cnt > m) return false;
  }
  }
  return true;
  }
 };"
427,427,"class Solution {
 private:
  int pos;
 public:
  bool getNum(string& s, long target) {
  long n = 0;
  while(s[pos] == '0') pos++; 
  while(pos < s.size()){
  n = (n*10 + s[pos++] - '0') ;
  if (n == target) return true;
  if (n > target ) return false; // n is already greater than target
  }
  return target == n;
  }
  long firstNum(string& s, int len) {
  long n = 0;
  while(s[pos] == '0') pos++; 
  for(; pos< s.size() && len > 0; pos++, len--) {
  n = (n*10 + s[pos] - '0') ;
  }
  return n; 
  }
  bool splitString(string s) {
  pos = 0;
  long num;
  for (int len=1; len<= s.size()/2+1; len++) {
  pos = 0;
  num = firstNum(s, len); 
  if (pos >= s.size()) continue; // only have one number
  bool result = true;
  while( pos < s.size() ) {
  if (getNum(s, --num) == false){
  result = false;
  break;
  }
  }
  if (result) return true;
  }
  return false;
  }
 };"
428,428,"#include <stdlib.h>
 #include <iostream>
 using namespace std;
 int sqrt(int x) {
  if (x <=0 ) return 0;
  //the sqrt is not greater than x/2+1
  int e = x/2+1;
  int s = 0;
  // binary search
  while ( s <= e ) {
  int mid = s + (e-s)/2;
  long long sq = (long long)mid*(long long)mid;
  if (sq == x ) return mid;
  if (sq < x) {
  s = mid + 1;
  }else {
  e = mid - 1;
  }
  }
  return e; 
 }
 // http://en.wikipedia.org/wiki/Newton%27s_method
 int sqrt_nt(int x) {
  if (x == 0) return 0;
  double last = 0;
  double res = 1;
  while (res != last)
  {
  last = res;
  res = (res + x / res) / 2;
  }
  return int(res);
 }
 int main(int argc, char**argv)
 {
  int n = 2;
  if( argc > 1 ){
  n = atoi(argv[1]);
  }
  cout << ""sqrt("" << n << "") = "" << sqrt(n) << endl;
  return 0;
 }"
429,429,"class Solution {
 public:
  vector<int> sortedSquares(vector<int>& A) {
  // find the place, negative numbers are right, positive number are right.
  // two pointer, one goes left, another goes right.
  //using binary search algorithm
  const int len = A.size();
  int low = 0, high = len- 1;
  int mid =0;
  while (low <= high) {
  mid = low + (high - low)/2;
  if (A[mid] >= 0 ) high = mid - 1;
  if (A[mid] < 0 ) low = mid + 1;
  }
  //TRICKY: make sure A[mid] <= 0 or A[mid] is A[0]
  if (A[mid] > 0 && mid > 0 ) mid--;
  //cout << mid << "" - ""<< A[mid]<< endl;
  vector<int> result;
  low = mid; high = mid+1;
  while ( low >=0 && high < len ) {
  if ( abs(A[low]) < abs(A[high]) ) {
  result.push_back(A[low] * A[low]);
  low --;
  }else {
  result.push_back(A[high] * A[high]);
  high++;
  }
  }
  for (;low >= 0; low--) result.push_back(A[low] * A[low]);
  for (;high<len; high++) result.push_back(A[high] * A[high] );
  return result;
  }
 };"
430,430,"#include <stdio.h>
 #include <stdlib.h>
 #include <ctype.h>
 #define INT_MIN (-2147483647 - 1)
 #define INT_MAX 2147483647
 int atoi(const char *str) {
  if (str==NULL || *str=='\0'){
  return 0;
  }
  int ret=0;
  for(;isspace(*str); str++);
  bool neg=false;
  if (*str=='-' || *str=='+') {
  neg = (*str=='-') ;
  str++;
  }
  for(; isdigit(*str); str++) {
  int digit = (*str-'0');
  if(neg){
  if( -ret < (INT_MIN + digit)/10 ) {
  return INT_MIN;
  }
  }else{
  if( ret > (INT_MAX - digit) /10 ) {
  return INT_MAX;
  }
  }
  ret = 10*ret + digit ;
  }
  return neg?-ret:ret;
 }
 int main()
 {
  printf(""\""%s\"" = %d\n"", ""123"", atoi(""123""));
  printf(""\""%s\"" = %d\n"", "" 123"", atoi("" 123""));
  printf(""\""%s\"" = %d\n"", ""+123"", atoi(""+123""));
  printf(""\""%s\"" = %d\n"", "" -123"", atoi("" -123""));
  printf(""\""%s\"" = %d\n"", ""123ABC"", atoi(""123ABC""));
  printf(""\""%s\"" = %d\n"", "" abc123ABC"", atoi("" abc123ABC""));
  printf(""\""%s\"" = %d\n"", ""2147483647"", atoi(""2147483647""));
  printf(""\""%s\"" = %d\n"", ""-2147483648"", atoi(""-2147483648""));
  printf(""\""%s\"" = %d\n"", ""2147483648"", atoi(""2147483648""));
  printf(""\""%s\"" = %d\n"", ""-2147483649"", atoi(""-2147483649""));
  return 0;
 }"
431,431,"class Solution {
 public:
  string strWithout3a3b(int A, int B) {
  string result;
  while (true){
  // if A == B, then just simpley repeat ""ab"" pattern;
  if (A == B) {
  for ( int i=0; i<A; i++ ) {
  result += ""ab"";
  }
  break;
  }
  // if A+B less then 3 and A != B, which means A=1,2 && B=0 or A=0 && B=1,2
  if (A+B <3) {
  while ( A-- > 0 ) result += 'a';
  while ( B-- > 0 ) result += 'b';
  break;
  }
  // if A+B >=3 and A !=B
  // if A > B, then we need consume 'a' more than 'b'
  // So, only ""aab"" can be used.
  if ( A > B ) {
  result += ""aab"";
  A -= 2;
  B--;
  continue;
  }
  // if A > B, then we need consume 'b' more than 'a'
  // So, only ""bba"" can be used.
  if (B > A ){
  result += ""bba"";
  B-=2;
  A--;
  continue;
  }
  }
  return result;
  }
 };"
432,432,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 char *strStr1(char *haystack, char *needle);
 char *strStr2(char *haystack, char *needle);
 char *strStr(char*haystack, char *needle) {
  if (random()%2){
  printf(""---KMP---\n"");
  return strStr1(haystack, needle);
  }
  printf(""---brute-force---\n"");
  return strStr2(haystack, needle);
 }
 //KMP
 char *strStr1(char *haystack, char *needle) {
  if(!haystack || !needle ) {
  return NULL;
  }
  if (!*needle ) {
  return haystack;
  }
  char *ph = haystack;
  char *pn = needle;
  for( ;*ph && *pn ; ph++, pn++ );
  //len(haystack) < len(needle)
  if (!*ph && *pn){
  return NULL; 
  }
  for(ph=ph-1; *ph; haystack++, ph++) {
  char *q=needle;
  char *p=haystack;
  int n=0;
  while(*q && *p && *p==*q){
  p++; q++;
  if (n==0 && *p == *needle){
  n = p - haystack;
  }
  }
  if (!*q){
  return haystack;
  }
  haystack += (n>0 ? n-1 : n);
  }
  return NULL;
 }
 //brute-force
 char *strStr2(char *haystack, char *needle) {
  if(!haystack || !needle ) {
  return NULL;
  }
  if (!*needle ) {
  return haystack;
  }
  char *ph = haystack;
  char* pn = needle;
  for( ;*ph && *pn ; ph++, pn++ );
  //len(haystack) < len(needle)
  if (!*ph && *pn){
  return NULL; 
  }
  ph--;
  for( ; *ph; haystack++, ph++) {
  char *q=needle;
  char *p=haystack;
  while(*q && *p && *p==*q){
  p++; q++;
  }
  if (!*q){
  return haystack;
  }
  }
  return NULL;
 }
 int main(int argc, char** argv)
 {
  srand(time(0));
  const char* haystack = ""mississippi"";
  const char* needle = ""issi"";
  printf(""%s, %s : %s\n"", haystack, needle, strStr((char*)haystack, (char*)needle));
  haystack = ""mississippi"";
  needle = ""issip"";
  printf(""%s, %s : %s\n"", haystack, needle, strStr((char*)haystack, (char*)needle));
  haystack = ""babbbbbabb"";
  needle = ""bbab"";
  printf(""%s, %s : %s\n"", haystack, needle, strStr1((char*)haystack, (char*)needle));
  if (argc>2){
  haystack = argv[1];
  needle = argv[2];
  printf(""%s, %s : %s\n"", haystack, needle, strStr((char*)haystack, (char*)needle));
  }
  return 0;
 }"
433,433,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 #include <iostream>
 #include <vector>
 #include <algorithm>
 using namespace std;
 void getCombination(vector<int>& v, int n, int k, vector<int>& solution, vector< vector<int> >& result );
 vector<vector<int> > combine(vector<int>& v, int k); 
 vector<vector<int> > combine1(vector<int>& v, int k); 
 vector<vector<int> > combine2(vector<int>& v, int k);
 vector<vector<int> > subsets(vector<int> &S) {
  vector<vector<int> > result;
  for(int i=0; i<=S.size(); i++){
  vector<vector<int> > r = combine(S, i); 
  result.insert(result.end(), r.begin(), r.end()); 
  } 
  return result;
 }
 vector<vector<int> > combine(vector<int>& v, int k) {
  if (random()%2){
  cout << ""recusive method!"" << endl;
  return combine1(v, k);
  }
  cout << ""non-recusive method!"" << endl;
  return combine2(v, k);
 }
 vector<vector<int> > combine1(vector<int> &v, int k) {
  vector<vector<int> > result;
  vector<int> solution;
  getCombination(v, v.size(), k, solution, result);
  return result;
 }
 void getCombination(vector<int> &v, int n, int k, vector<int>& solution, vector< vector<int> >& result ){
  if (k==0){
  //sort to meet LeetCode requirement
  vector<int> v = solution;
  sort(v.begin(), v.end());
  result.push_back(v);
  return;
  }
  for(int i=n; i>0; i--){
  solution.push_back(v[i-1]);
  getCombination(v, i-1, k-1, solution, result);
  solution.pop_back();
  }
 }
 vector<vector<int> > combine2(vector<int> &v, int k) {
  vector<vector<int> > result;
  vector<int> d;
  int n = v.size();
  for (int i=0; i<n; i++){
  d.push_back( (i<k) ? 1 : 0 );
  }
  //1) from the left, find the [1,0] pattern, change it to [0,1]
  //2) move all of the 1 before the pattern to the most left side
  //3) check all of 1 move to the right
  while(1){
  vector<int> tmp;
  for(int x=0; x<n; x++){
  if (d[x]) tmp.push_back(v[x]);
  }
  sort(tmp.begin(), tmp.end());
  result.push_back(tmp);
  //step 1), find [1,0] pattern
  int i;
  bool found = false;
  int ones =0;
  for(i=0; i<n-1; i++){
  if (d[i]==1 && d[i+1]==0){
  d[i]=0; d[i+1]=1;
  found = true;
  //step 2) move all of right 1 to the most left side
  for (int j=0; j<i; j++){
  d[j]=( ones > 0 ) ? 1 : 0;
  ones--;
  }
  break; 
  } 
  if (d[i]==1) ones++;
  }
  if (!found){
  break;
  }
  }
  return result;
 }
 void printResult(vector<vector<int> >& result)
 {
  for(int i=0; i<result.size(); i++){
  cout << ""{"";
  for(int j=0; j<result[i].size(); j++){
  cout << "" "" << result[i][j];
  }
  cout << "" }"" <<endl;
  }
 }
 void printArray(vector<int>& v){
  cout << ""{"";
  for(int i=0; i<v.size(); i++) {
  cout << "" "" << v[i];
  }
  cout << "" }"" << endl;
 }
 int main(int argc, char** argv)
 {
  srand(time(NULL));
  int n = 3;
  if (argc>1){
  n = atoi(argv[1]);
  }
  vector<int> v;
  for(int i=n; i>0; i--){
  v.push_back(i);
  }
  printArray(v);
  vector<vector<int> > r = subsets(v);
  printResult(r);
 }"
434,434,"#include <stdio.h>
 #include <stdlib.h>
 #include <time.h>
 #include <iostream>
 #include <vector>
 #include <algorithm>
 using namespace std;
 void getCombination(vector<int>& v, int n, int k, vector<int>& solution, vector< vector<int> >& result );
 vector<vector<int> > combine(vector<int>& v, int k); 
 vector<vector<int> > combine1(vector<int>& v, int k); 
 vector<vector<int> > combine2(vector<int>& v, int k);
 vector<vector<int> > subsets(vector<int> &S) {
  vector<vector<int> > result;
  sort(S.begin(), S.end());
  for(int i=0; i<=S.size(); i++){
  vector<vector<int> > r = combine(S, i); 
  result.insert(result.end(), r.begin(), r.end()); 
  } 
  return result;
 }
 vector<vector<int> > combine(vector<int> &v, int k) {
  vector<vector<int> > result;
  vector<int> solution;
  getCombination(v, v.size(), k, solution, result);
  return result;
 }
 void getCombination(vector<int> &v, int n, int k, vector<int>& solution, vector< vector<int> >& result ){
  if (k==0){
  //sort to meet LeetCode requirement
  vector<int> v = solution;
  sort(v.begin(), v.end());
  result.push_back(v);
  return;
  }
  for(int i=n; i>0; i--){
  solution.push_back(v[i-1]);
  getCombination(v, i-1, k-1, solution, result);
  solution.pop_back();
  //skip the duplication
  while (i>1 && v[i-1]==v[i-2]) i--;
  }
 }
 void printResult(vector<vector<int> >& result)
 {
  for(int i=0; i<result.size(); i++){
  cout << ""{"";
  for(int j=0; j<result[i].size(); j++){
  cout << "" "" << result[i][j];
  }
  cout << "" }"" <<endl;
  }
 }
 void printArray(vector<int>& v){
  cout << ""{"";
  for(int i=0; i<v.size(); i++) {
  cout << "" "" << v[i];
  }
  cout << "" }"" << endl;
 }
 int main(int argc, char** argv)
 {
  srand(time(NULL));
  int n = 3;
  if (argc>1){
  n = atoi(argv[1]);
  }
  vector<int> v;
  for(int i=n; i>0; i--){
  v.push_back(random()%n+1);
  }
  printArray(v);
  cout << ""--------------------"" <<endl;
  vector<vector<int> > r = subsets(v);
  printResult(r);
  cout << ""===================="" <<endl;
  int a[] = {1, 4, 4, 4, 4,};
  v.clear();
  v.insert(v.begin(), a, a+5);
  printArray(v);
  cout << ""--------------------"" <<endl;
  r = subsets(v);
  printResult(r);
  cout << ""===================="" <<endl;
 }"
435,435,"#include <iostream>
 #include <vector>
 #include <string>
 #include <map>
 using namespace std;
 vector<int> findSubstring(string S, vector<string> &L) {
  vector<int> result;
  if ( S.size()<=0 || L.size() <=0 ){
  return result;
  }
  int n = S.size(), m = L.size(), l = L[0].size();
  //put all of words into a map 
  map<string, int> expected;
  for(int i=0; i<m; i++){
  if (expected.find(L[i])!=expected.end()){
  expected[L[i]]++;
  }else{
  expected[L[i]]=1;
  }
  }
  for (int i=0; i<l; i++){
  map<string, int> actual;
  int count = 0; //total count
  int winLeft = i;
  for (int j=i; j<=n-l; j+=l){
  string word = S.substr(j, l);
  //if not found, then restart from j+1;
  if (expected.find(word) == expected.end() ) {
  actual.clear();
  count=0;
  winLeft = j + l;
  continue;
  }
  count++;
  //count the number of ""word""
  if (actual.find(word) == actual.end() ) {
  actual[word] = 1;
  }else{
  actual[word]++;
  }
  // If there is more appearance of ""word"" than expected
  if (actual[word] > expected[word]){
  string tmp;
  do {
  tmp = S.substr( winLeft, l );
  count--;
  actual[tmp]--;
  winLeft += l; 
  } while(tmp!=word);
  }
  // if total count equals L's size, find one result
  if ( count == m ){
  result.push_back(winLeft);
  string tmp = S.substr( winLeft, l );
  actual[tmp]--;
  winLeft += l;
  count--;
  }
  }
  }
  return result;
 }
 int main(int argc, char**argv)
 {
  string s = ""barfoobarfoothefoobarman"";
  vector<string> l;
  l.push_back(""foo"");
  l.push_back(""bar"");
  l.push_back(""foo"");
  vector<int> indics = findSubstring(s, l);
  for(int i=0; i<indics.size(); i++){
  cout << indics[i] << "" "";
  }
  cout << endl;
  return 0;
 }"
436,436,"#include <stdlib.h>
 #include <string.h>
 #include <ctype.h>
 #include <iostream>
 #include <vector>
 using namespace std;
 const int SodukuSize = 9;
 bool row_mask[SodukuSize][SodukuSize];
 bool col_mask[SodukuSize][SodukuSize];
 bool area_mask[SodukuSize][SodukuSize];
 bool initSudokuMask(vector< vector<char> > &board){
  //reset the memory
  memset(row_mask, false, sizeof(row_mask));
  memset(col_mask, false, sizeof(col_mask));
  memset(area_mask, false, sizeof(area_mask));
  //check each rows and cols
  for(int r=0; r<board.size(); r++){
  for (int c=0; c<board[r].size(); c++){
  if (!isdigit(board[r][c])) {
  continue;
  };
  int idx = board[r][c] - '0' - 1;
  //check the rows/cols/areas
  int area = (r/3) * 3 + (c/3);
  if (row_mask[r][idx] || col_mask[c][idx] || area_mask[area][idx] ){
  return false;
  }
  row_mask[r][idx] = col_mask[c][idx] = area_mask[area][idx] = true;
  }
  }
  return true;
 }
 bool recursiveSudoKu(vector< vector<char> > &board, int row, int col){
  if (row >= SodukuSize) {
  return true;
  }
  if (col >= SodukuSize){
  return recursiveSudoKu(board, row+1, 0);
  }
  if (board[row][col] != '.'){
  return recursiveSudoKu(board, row, col+1); 
  }
  //pick a number for empty cell
  int area;
  for(int i=0; i<SodukuSize; i++){
  area = (row/3) * 3 + (col/3);
  if (row_mask[row][i] || col_mask[col][i] || area_mask[area][i] ){
  continue;
  }
  //set the number and sovle it recursively
  board[row][col] = i + '1';
  row_mask[row][i] = col_mask[col][i] = area_mask[area][i] = true;
  if (recursiveSudoKu(board, row, col+1) == true){
  return true;
  }
  //backtrace
  board[row][col] = '.';
  row_mask[row][i] = col_mask[col][i] = area_mask[area][i] = false;
  }
  return false;
 }
 void solveSudoku(vector<vector<char> > &board) {
  if (initSudokuMask(board) == false){
  return;
  }
  recursiveSudoKu(board, 0, 0); 
 }
 int main(int argc, char**argv) {
  return 0;
 }"
