id,title,content,difficulty
187,LargestColorValueInADirectedGraph,"There is a directed graph of n colored nodes and m edges. The nodes are numbered from 0 to n - 1.
 You are given a string colors where colors[i] is a lowercase English letter representing the colorof the i^th node in this graph (0-indexed). You are also given a 2D array edges where edges[j] =[aj, bj] indicates that there is a directed edge from node aj to node bj.
 A valid path in the graph is a sequence of nodes x1 -> x2 -> x3 -> ... -> xk such that there is adirected edge from xi to xi+1 for every 1 <= i < k. The color value of the path is the number ofnodes that are colored the most frequently occurring color along that path.
 Return the largest color value of any valid path in the given graph, or -1 if the graph contains acycle.
 Example 1:
 Input: colors = ""abaca"", edges = [[0,1],[0,2],[2,3],[3,4]]Output: 3Explanation: The path 0 -> 2 -> 3 -> 4 contains 3 nodes that are colored ""a"" (red in the aboveimage).
 Example 2:
 Input: colors = ""a"", edges = [[0,0]]Output: -1Explanation: There is a cycle from 0 to 0.
 Constraints:
 n == colors.lengthm == edges.length1 <= n <= 10^50 <= m <= 10^5colors consists of lowercase English letters.0 <= aj, bj < n",2
188,LargestMergeOfTwoStrings,"You are given two strings word1 and word2. You want to construct a string merge in the followingway: while either word1 or word2 are non-empty, choose one of the following options:
 If word1 is non-empty, append the first character in word1 to merge and delete it fromword1.
 For example, if word1 = ""abc"" and merge = ""dv"", then after choosing this operation,word1 = ""bc"" and merge = ""dva"".
 If word2 is non-empty, append the first character in word2 to merge and delete it fromword2.
 For example, if word2 = ""abc"" and merge = """", then after choosing this operation,word2 = ""bc"" and merge = ""a"".
 Return the lexicographically largest merge you can construct.
 A string a is lexicographically larger than a string b (of the same length) if in the firstposition where a and b differ, a has a character strictly larger than the corresponding characterin b. For example, ""abcd"" is lexicographically larger than ""abcc"" because the first position theydiffer is at the fourth character, and d is greater than c.
 Example 1:
 Input: word1 = ""cabaa"", word2 = ""bcaaa""Output: ""cbcabaaaaa""Explanation: One way to get the lexicographically largest merge is:- Take from word1: merge = ""c"", word1 = ""abaa"", word2 = ""bcaaa""- Take from word2: merge = ""cb"", word1 = ""abaa"", word2 = ""caaa""- Take from word2: merge = ""cbc"", word1 = ""abaa"", word2 = ""aaa""- Take from word1: merge = ""cbca"", word1 = ""baa"", word2 = ""aaa""- Take from word1: merge = ""cbcab"", word1 = ""aa"", word2 = ""aaa""- Append the remaining 5 a's from word1 and word2 at the end of merge.
 Example 2:
 Input: word1 = ""abcabc"", word2 = ""abdcaba""Output: ""abdcabcabcaba""
 Constraints:
 1 <= word1.length, word2.length <= 3000word1 and word2 consist only of lowercase English letters.",0
189,largestNumber,"Given a list of non negative integers, arrange them such that they form the largest number.
 For example, given [3, 30, 34, 5, 9], the largest formed number is 9534330.
 Note: The result may be very large, so you need to return a string instead of an integer.
 Credits:Special thanks to @ts for adding this problem and creating all test cases.",0
190,largestRectangleInHistogram,"Given n non-negative integers representing the histogram's bar height where the width of each bar is 1,find the area of largest rectangle in the histogram.
 6+---+5 | |+---+ || | || | || | | 3| | | +---+2 | | | 2 | |+---+ | | +---+ || | 1 | | | | || +---+ | | | || | | | | | |+---+---+---+---+---+---+
 Above is a histogram where width of each bar is 1, given height = [2,1,5,6,2,3].
 
 6+---+5 | |+-------||-------||-------||-------| 3|-------| +---+2 |-------| 2 | |+---+ |-------|---+ || | 1 |-------| | || +---|-------| | || | |-------| | |+---+---+---+---+---+---+
 
 The largest rectangle is shown in the shaded area, which has area = 10 unit.
 For example,Given height = [2,1,5,6,2,3],return 10.",2
191,LargestSubmatrixWithRearrangements,"You are given a binary matrix matrix of size m x n, and you are allowed to rearrange the columns ofthe matrix in any order.
 Return the area of the largest submatrix within matrix where every element of the submatrix is 1after reordering the columns optimally.
 Example 1:
 Input: matrix = [[0,0,1],[1,1,1],[1,0,1]]Output: 4Explanation: You can rearrange the columns as shown above.The largest submatrix of 1s, in bold, has an area of 4.
 Example 2:
 Input: matrix = [[1,0,1,0,1]]Output: 3Explanation: You can rearrange the columns as shown above.The largest submatrix of 1s, in bold, has an area of 3.
 Example 3:
 Input: matrix = [[1,1,0],[1,0,1]]Output: 2Explanation: Notice that you must rearrange entire columns, and there is no way to make a submatrixof 1s larger than an area of 2.
 Example 4:
 Input: matrix = [[0,0],[0,0]]Output: 0Explanation: As there are no 1s, no submatrix of 1s can be formed and the area is 0.
 Constraints:
 m == matrix.lengthn == matrix[i].length1 <= m * n <= 10^5matrix[i][j] is 0 or 1.",0
192,LargestSubstringBetweenTwoEqualCharacters,"Given a string s, return the length of the longest substring between two equal characters,excluding the two characters. If there is no such substring return -1.
 A substring is a contiguous sequence of characters within a string.
 Example 1:
 Input: s = ""aa""Output: 0Explanation: The optimal substring here is an empty substring between the two 'a's.
 Example 2:
 Input: s = ""abca""Output: 2Explanation: The optimal substring here is ""bc"".
 Example 3:
 Input: s = ""cbzxy""Output: -1Explanation: There are no characters that appear twice in s.
 Example 4:
 Input: s = ""cabbac""Output: 4Explanation: The optimal substring here is ""abba"". Other non-optimal substrings include ""bb"" and """".
 Constraints:
 1 <= s.length <= 300s contains only lowercase English letters.",0
193,LatestTimeByReplacingHiddenDigits,"You are given a string time in the form of hh:mm, where some of the digits in the string arehidden (represented by ?).
 The valid times are those inclusively between 00:00 and 23:59.
 Return the latest valid time you can get from time by replacing the hidden digits.
 Example 1:
 Input: time = ""2?:?0""Output: ""23:50""Explanation: The latest hour beginning with the digit '2' is 23 and the latest minute ending withthe digit '0' is 50.
 Example 2:
 Input: time = ""0?:3?""Output: ""09:39""
 Example 3:
 Input: time = ""1?:22""Output: ""19:22""
 Constraints:
 time is in the format hh:mm.It is guaranteed that you can produce a valid time from the given string.",0
194,lengthOfLastWord,"Given a string s consists of upper/lower-case alphabets and empty space characters ' ',return the length of last word in the string.
 If the last word does not exist, return 0.
 Note: A word is defined as a character sequence consists of non-space characters only.
 For example,Given s = ""Hello World"",return 5.",0
195,letterCombinationsOfAPhoneNumber,"Given a digit string, return all possible letter combinations that the number could represent.
 A mapping of digit to letters (just like on the telephone buttons) is given below.
 Input:Digit string ""23""Output: [""ad"", ""ae"", ""af"", ""bd"", ""be"", ""bf"", ""cd"", ""ce"", ""cf""].
 Note:Although the above answer is in lexicographical order, your answer could be in any order you want.",0
196,LexicographicallySmallestStringAfterApplyingOperations,"You are given a string s of even length consisting of digits from 0 to 9, and two integers a and b.
 You can apply either of the following two operations any number of times and in any order on s:
 Add a to all odd indices of s (0-indexed). Digits post 9 are cycled back to 0. For example,if s = ""3456"" and a = 5, s becomes ""3951"".Rotate s to the right by b positions. For example, if s = ""3456"" and b = 1, s becomes""6345"".
 Return the lexicographically smallest string you can obtain by applying the above operations anynumber of times on s.
 A string a is lexicographically smaller than a string b (of the same length) if in the firstposition where a and b differ, string a has a letter that appears earlier in the alphabet than thecorresponding letter in b. For example, ""0158"" is lexicographically smaller than ""0190"" because thefirst position they differ is at the third letter, and '5' comes before '9'.
 Example 1:
 Input: s = ""5525"", a = 9, b = 2Output: ""2050""Explanation: We can apply the following operations:Start: ""5525""Rotate: ""2555""Add: ""2454""Add: ""2353""Rotate: ""5323""Add: ""5222""â€‹â€‹â€‹â€‹â€‹â€‹â€‹Add: ""5121""â€‹â€‹â€‹â€‹â€‹â€‹â€‹Rotate: ""2151""â€‹â€‹â€‹â€‹â€‹â€‹â€‹Add: ""2050""â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹There is no way to obtain a string that is lexicographically smaller then ""2050"".
 Example 2:
 Input: s = ""74"", a = 5, b = 1Output: ""24""Explanation: We can apply the following operations:Start: ""74""Rotate: ""47""â€‹â€‹â€‹â€‹â€‹â€‹â€‹Add: ""42""â€‹â€‹â€‹â€‹â€‹â€‹â€‹Rotate: ""24""â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹â€‹There is no way to obtain a string that is lexicographically smaller then ""24"".
 Example 3:
 Input: s = ""0011"", a = 4, b = 2Output: ""0011""Explanation: There are no sequence of operations that will give us a lexicographically smallerstring than ""0011"".
 Example 4:
 Input: s = ""43987654"", a = 7, b = 3Output: ""00553311""
 Constraints:
 2 <= s.length <= 100s.length is even.s consists of digits from 0 to 9 only.1 <= a <= 91 <= b <= s.length - 1",2
197,LexicographicalNumbers,"Given an integer n, return 1 - n in lexicographical order.
 For example, given 13, return: [1,10,11,12,13,2,3,4,5,6,7,8,9].
 Please optimize your algorithm to use less time and space. The input size may be aslarge as 5,000,000.",2
198,linkedListCycle,"Given a linked list, determine if it has a cycle in it.
 Follow up:Can you solve it without using extra space?",0
199,linkedListCycle.II,"Given a linked list, return the node where the cycle begins. If there is no cycle, return null.
 Follow up:Can you solve it without using extra space?",0
